"Name","test_mse.mean","State","Created","Runtime","latent_encoder_depth","latent_encoder_width","poly_degree","pre_processor_layers","ring_emb_dim","num_ensemble","num_steps","test_68_ci.mean","test_95_ci.mean","test_99_ci.mean","test_median.mean","train_68_ci.mean","train_95_ci.mean","train_99_ci.mean","train_median.mean","train_mse.mean","test_rmse_in_newtons"
"visionary-jazz-93","1.0394120433113792","finished","2025-02-07T01:43:05.000Z","329","3","32","1","[16,5]","3","32","10000","1.0295098559422926","2.0525281700220974","2.477737372571772","0.647109405560927","0.13940869542685422","0.4610789553685622","0.7150683565573259","0.08865312825549733","0.21160770681771365","4.534805355354386"
"flowing-snowflake-139","1.013049526648088","finished","2025-02-07T03:44:54.000Z","328","4","16","1","[16,5]","3","32","10000","0.9299677176909014","2.0860704725438897","2.4827059995044363","0.6021051244302229","0.2963808991692283","0.7887524312192743","1.3417887470938945","0.19018322906710888","0.38081954555077985","4.476928078724577"
"dandy-disco-52","0.9350277510556309","finished","2025-02-07T00:06:08.000Z","263","2","8","1","[8,8]","3","32","10000","0.8420212377201427","1.969624324278398","2.411572077057578","0.5394989224997434","0.232981184666807","0.7863094102252614","1.416614911772988","0.15180808305740356","0.36801972172477027","4.3010751314550815"
"lyric-water-151","0.9143440506675028","finished","2025-02-07T04:19:51.000Z","421","4","64","1","[16,5]","3","32","10000","0.8697012419050391","1.837338772687045","2.2312104485251685","0.5757672109387137","0.1278383034196767","0.46355434168468823","0.7508937879042192","0.07750229131091725","0.21095480566675012","4.253237166749292"
"celestial-forest-49","1.1065908155658029","finished","2025-02-06T23:59:26.000Z","303","2","32","1","[16,5]","24","32","10000","1.1513875668699092","2.0786219618537207","2.5015514438802544","0.7516789327968251","0.1755216839638623","0.5070168944922361","0.800233927640048","0.1121030023152178","0.23907048458402808","4.679056714241451"
"dazzling-salad-73","1.114420012994246","finished","2025-02-07T00:55:25.000Z","233","2","16","1","","3","32","10000","1.1076981289820238","2.197268854488026","2.568362691185691","0.7257961305704984","0.1757676208561117","0.5271778269247576","0.7933177785439924","0.11636610464616257","0.24648370932448993","4.695579845851555"
"hopeful-leaf-17","1.3736270015889949","finished","2025-02-06T22:53:17.000Z","242","1","8","1","[8,8]","3","32","10000","1.021025142886422","3.1008011644536797","4.151773734526201","0.6068382208997553","0.6080932725559581","2.687766616994685","4.715329907157204","0.3616856959733096","1.1376094059510664","5.213137599646282"
"flowing-lake-56","1.0471629906784403","finished","2025-02-07T00:15:16.000Z","232","2","8","1","","3","32","10000","0.988589498129758","2.1457327604293823","2.5600646950981836","0.627014078877189","0.2542925057086078","0.6886533552950079","1.1334831443699924","0.16316356306726282","0.3342398703098297","4.5516820858148375"
"fast-haze-138","0.924580995332111","finished","2025-02-07T03:41:41.000Z","362","4","32","1","[16,5]","12","32","10000","0.8803143826397982","1.8356008258732883","2.247531294822693","0.5703143328428268","0.1313397166403857","0.4691997170448303","0.7493497675115411","0.08057184381918474","0.2134344740347429","4.276980397040791"
"upbeat-gorge-77","0.9506217024543068","finished","2025-02-07T01:03:59.000Z","289","2","16","1","[16,5]","12","32","10000","0.9397250793196938","1.8804089589552448","2.2388716502623125","0.6248823350126093","0.2362573661587455","0.7040958350354974","1.2555951313538984","0.15414357456293973","0.3400543575937098","4.336792478207199"
"winter-water-92","0.9592574455521324","finished","2025-02-07T01:41:08.000Z","285","3","8","1","[8,8]","12","32","10000","0.8948519663377241","1.9845103784040972","2.487307158383456","0.5656736764040861","0.5022982629862699","1.3354142904281616","2.253917542370883","0.3174018345095895","0.6459262587807395","4.356446329296971"
"avid-elevator-22","1.369405280460011","finished","2025-02-06T23:04:34.000Z","248","1","32","1","[8,8]","12","32","10000","1.1649027520960027","2.893014756116","3.968797076832165","0.7921736728061329","0.5613408847288652","2.140109506520358","3.896750710227273","0.33937341245737945","0.952471147884022","5.205120376123717"
"eager-feather-80","1.215742899612947","finished","2025-02-07T01:12:07.000Z","334","2","64","1","[16,5]","12","32","10000","1.2316955002871426","2.339024603366852","2.7731884609569204","0.7567601745778864","0.17122057215733963","0.4671825576912273","0.7206777225841176","0.10757024112072858","0.22652658278291876","4.904397354308057"
"blooming-feather-145","0.975135158408772","finished","2025-02-07T04:00:10.000Z","328","4","16","1","[16,5]","12","32","10000","0.918957691300999","1.953340709209442","2.356361069462516","0.6190011690963398","0.2967619381167672","0.7894325039603494","1.339899854226546","0.1909853368997574","0.3807200518521396","4.392352498275915"
"good-disco-65","1.1044689958745784","finished","2025-02-07T00:35:51.000Z","323","2","64","1","[8,8]","24","32","10000","1.038334678519856","2.2490745240991767","2.5842427665537056","0.6436842273582112","0.35728422620079736","0.9224773699587042","1.5776817798614502","0.23920416831970215","0.4496150883761319","4.674568660374533"
"ethereal-lion-136","0.8817574571479451","finished","2025-02-07T03:35:52.000Z","347","4","32","1","[8,8]","12","32","10000","0.8504887196150693","1.7319890477440574","2.1365357366475193","0.5686362467028878","0.13009021973068063","0.47022602503949945","0.7492194121534174","0.08114142648198387","0.2136289490894838","4.176758347027606"
"logical-dawn-19","1.3826228163459084","finished","2025-02-06T22:57:20.000Z","257","1","8","1","[16,5]","3","32","10000","1.0613431280309504","3.1310892321846704","4.261675065213984","0.6391830715266141","0.6703015945174478","2.7922700318423184","4.83493674885143","0.3920094127004797","1.1896816166964443","5.230180031801025"
"happy-cloud-126","0.930624165318229","finished","2025-02-07T03:09:14.000Z","301","4","8","1","[8,8]","12","32","10000","0.8694131970405579","1.923337064006112","2.3970729979601773","0.5655960684472864","0.2169141945513812","0.6191372383724559","1.052601337432861","0.138864513147961","0.29804095354947174","4.2909350549814"
"cosmic-gorge-85","0.9104219837622208","finished","2025-02-07T01:22:53.000Z","250","3","8","1","","24","32","10000","0.7933416800065474","1.9039934548464688","2.385206005790017","0.5125857293605804","0.2524631077593023","0.7557985620065168","1.323145172812722","0.16238664903424002","0.35812573541294446","4.244105260691392"
"sleek-frost-44","1.2914794249968096","finished","2025-02-06T23:49:27.000Z","209","1","16","1","","12","32","10000","1.0348022092472424","2.7995592030611904","3.9348510937257246","0.6363667087121443","0.594581967050379","2.175115520303899","4.122601769187233","0.3711807809092782","0.9980658238584345","5.05485293017038"
"ethereal-salad-112","0.9916557507081464","finished","2025-02-07T02:32:23.000Z","377","3","64","1","[16,5]","3","32","10000","0.929951323704286","2.016461515968496","2.4574696855111555","0.5897994502024217","0.2640419006347656","0.6941258798946034","1.1680692921985278","0.17134598981250415","0.33642805164510553","4.4294035148830675"
"stellar-mountain-29","1.4136757796460933","finished","2025-02-06T23:16:47.000Z","257","1","16","1","[8,8]","24","32","10000","1.1422543959184126","3.0384350581602617","4.231046243147417","0.7610187097029253","0.6137618368322199","2.502655094320124","4.3632683103734795","0.3734274154359644","1.0712764859199524","5.288587415583407"
"fearless-breeze-109","0.9829757755452936","finished","2025-02-07T02:24:23.000Z","299","3","16","1","[8,8]","12","32","10000","0.9266686845909464","1.992215763438832","2.414663081819361","0.6016920141198419","0.21097626740282233","0.6461830084974115","1.120801725170829","0.13979304920543323","0.303164005279541","4.409975596115479"
"young-firebrand-87","0.9815005497498944","finished","2025-02-07T01:27:38.000Z","337","3","32","1","[16,5]","24","32","10000","0.979973717169328","1.9019168425690045","2.3609451705759223","0.638792791149833","0.13718201355500656","0.4617018374529752","0.7174672105095603","0.08799742704088037","0.21111812781203876","4.406665162301186"
"balmy-universe-58","0.9259731579910624","finished","2025-02-07T00:19:09.000Z","265","2","8","1","[8,8]","12","32","10000","0.8287534171884711","1.975442810492082","2.4435121687975796","0.5369130210442976","0.26022968508980493","0.8914255933328108","1.6018839966167102","0.16453185406598178","0.41306832703677093","4.280199159244627"
"youthful-sea-37","1.2931348410519687","finished","2025-02-06T23:33:57.000Z","275","1","64","1","[16,5]","3","32","10000","1.0606090318072925","2.7894750291650947","3.7621089978651567","0.6410169845277612","0.5097287053411658","1.952615651217374","3.721264297311956","0.3147888752547177","0.8870797970078208","5.058091543487548"
"super-lion-10","1.3791055191646924","finished","2025-02-06T22:40:04.000Z","284","1","32","1","[8,8]","24","32","10000","1.1759019656614824","2.896498669277538","3.9781576069918545","0.7825885523449291","0.5625247413461859","2.162827816876498","3.898784117265181","0.33705149726434186","0.957485551183874","5.22352318664709"
"fast-shadow-121","0.9336070824753154","finished","2025-02-07T02:56:29.000Z","329","3","64","1","","12","32","10000","0.8293867761438544","1.94476210529154","2.3997936899011787","0.528875548731197","0.3957617039030248","1.0601391792297363","1.7329824621027166","0.2537708201191642","0.5042139237577264","4.297806391530185"
"cerulean-night-64","1.0340397087010471","finished","2025-02-07T00:32:17.000Z","282","2","16","1","[8,8]","24","32","10000","0.992310174486854","2.0809024464000356","2.50081893530759","0.6444263512437994","0.37698905847289343","1.101021940057928","1.9253777373920788","0.23900867185809396","0.524330659346147","4.523070810953157"
"devout-aardvark-28","1.4141029715538025","finished","2025-02-06T23:16:34.000Z","276","1","64","1","[8,8]","24","32","10000","1.173755087635734","3.042023398659446","4.226926370100542","0.8043827360326593","0.6078390695831992","2.3739882815967905","4.15619193423878","0.3671193393793973","1.0314709002321416","5.289386421666733"
"trim-thunder-20","1.359274528243325","finished","2025-02-06T23:01:13.000Z","200","1","32","1","","3","32","10000","1.13842003995722","2.8885011347857388","4.0534833452918315","0.7247694459828463","0.645578763701699","2.399015860124068","4.340205626054243","0.40618429400704126","1.0835777196017178","5.18583109983673"
"cerulean-deluge-97","1.0503663285212084","finished","2025-02-07T01:52:58.000Z","316","3","32","1","[8,8]","12","32","10000","0.9551731998270208","2.1925104043700476","2.6166943203319204","0.5792153938250109","0.5225415852936831","1.3333494663238523","2.127565037120472","0.3328205265782096","0.6375956264409152","4.558638711431174"
"robust-darkness-78","1.166433721780777","finished","2025-02-07T01:06:47.000Z","319","2","64","1","[8,8]","12","32","10000","1.108469843864441","2.3812257810072466","2.800526174631986","0.6883209049701691","0.37206922336058185","0.9921006831255826","1.688912185755643","0.2473133368925615","0.4794197461821816","4.803909441387403"
"genial-shape-15","1.4997185522859746","finished","2025-02-06T22:50:02.000Z","194","1","8","1","","24","32","10000","1.165224096991799","3.320994648066434","4.453529748049649","0.7849309877915815","0.7537489425052296","3.1663937785408716","5.360964775085449","0.489414163611152","1.3273099119013003","5.447154086335958"
"soft-deluge-130","1.079777414148504","finished","2025-02-07T03:19:43.000Z","271","4","8","1","","12","32","10000","0.9467605406587776","2.291301304643804","2.8745205835862593","0.5738973888483915","0.6761232126842845","1.785629239949313","2.9796289530667392","0.4390759088776328","0.8556391380049966","4.6220208269558425"
"whole-night-69","1.1087866046211936","finished","2025-02-07T00:45:54.000Z","279","2","16","1","[8,8]","3","32","10000","1.0515468445691196","2.261720662767237","2.705089655789462","0.6487688720226288","0.5228572433645075","1.3777459968220105","2.3075657974589956","0.3324835788119923","0.6648578535426747","4.683696699359956"
"swift-river-91","1.057291607965123","finished","2025-02-07T01:37:49.000Z","314","3","32","1","[8,8]","3","32","10000","0.9599538824775002","2.199772368777882","2.6386928179047326","0.6132642572576349","0.4894524731419303","1.24300646240061","1.9845492406324907","0.3138699314811013","0.5968763638626445","4.573642039477291"
"iconic-plasma-26","1.269539036534049","finished","2025-02-06T23:13:09.000Z","204","1","32","1","","12","32","10000","1.0525563250888477","2.710992217063904","3.7174655957655474","0.6832478263161399","0.5898125550963662","2.1062766421924937","3.878376180475408","0.3760123469612815","0.95294620774009","5.011731642284067"
"swept-valley-25","1.4011942798441106","finished","2025-02-06T23:09:02.000Z","262","1","8","1","[16,5]","12","32","10000","1.0675414421341636","3.0999155911532315","4.311135302890431","0.6951520551334728","0.6696170568466187","2.738861322402954","4.684714967554266","0.4005284146829085","1.172775073484941","5.265188892452852"
"revived-oath-103","0.9686719937758012","finished","2025-02-07T02:08:19.000Z","369","3","64","1","[8,8]","24","32","10000","0.8972641879862006","2.00750869512558","2.3792775815183465","0.5672686668959531","0.4109665182503787","1.0800095796585083","1.754700086333535","0.25650371475653216","0.5139134363694624","4.377772112609801"
"fearless-frog-38","1.3458437811244617","finished","2025-02-06T23:37:30.000Z","203","1","16","1","","3","32","10000","1.183540327982469","2.7990381717681885","3.7990899844603105","0.7451367811723189","0.6093973138115623","2.1459722193804653","4.079613143747503","0.3893433050675826","0.9988850300962274","5.1601473660922"
"upbeat-salad-47","1.153812901540236","finished","2025-02-06T23:54:40.000Z","285","2","32","1","[8,8]","24","32","10000","1.1585995988412336","2.2300492850216953","2.6417660496451636","0.7556647902185266","0.18781617283821103","0.5228315835649316","0.9377621032974937","0.11778271198272704","0.25785230642015283","4.777849592479311"
"decent-flower-143","1.001374670050361","finished","2025-02-07T03:54:51.000Z","317","4","16","1","[8,8]","12","32","10000","0.8961702585220337","2.0806628465652466","2.5140091343359514","0.5924620140682567","0.4445487098260359","1.122124888680198","1.8161022879860615","0.28338763930580835","0.5412332984534177","4.451056216230486"
"dauntless-yogurt-70","1.0900656906041233","finished","2025-02-07T00:46:55.000Z","274","2","64","1","","24","32","10000","1.0092240057208322","2.2604688839478926","2.633658300746571","0.6456309854984283","0.4458975791931152","1.0751211805777117","1.622436685995622","0.3030841756950725","0.5165169049393047","4.643988267551735"
"silvery-blaze-113","0.9612739709290592","finished","2025-02-07T02:34:37.000Z","256","3","16","1","","12","32","10000","0.8573348793116483","2.0313496860590847","2.453474955125289","0.4971372485160827","0.4228024347261949","1.1289332779971035","1.8923837379975752","0.26850265535441314","0.5421496494249864","4.36102292790763"
"vague-cosmos-102","0.9870179105888712","finished","2025-02-07T02:05:41.000Z","254","3","16","1","","24","32","10000","0.8809640813957561","2.083723707632585","2.547302181070501","0.5611580366438086","0.44195198199965735","1.4062173800034956","2.3970810066569936","0.27862490849061444","0.6412572860717773","4.419033514661242"
"morning-star-12","1.412542836232619","finished","2025-02-06T22:44:50.000Z","271","1","32","1","[16,5]","24","32","10000","1.308943060311404","2.9256707538257944","3.820338487625122","0.8206617940555919","0.4621367481621829","1.808243675665422","3.370188691399314","0.2828976674513383","0.8157328854907643","5.28646780962325"
"sunny-monkey-156","0.9665668877688322","finished","2025-02-07T04:32:44.000Z","407","4","64","1","[8,8]","12","32","10000","0.8891809311780062","2.0147637237202036","2.442594604058699","0.5643812865018845","0.4009161212227561","1.040199176831679","1.6769669164310803","0.252737126567147","0.4975462041117928","4.373012665280947"
"astral-butterfly-61","1.1079479428854857","finished","2025-02-07T00:26:49.000Z","300","2","32","1","[16,5]","12","32","10000","1.1437665847214786","2.1056010072881524","2.5026546825062144","0.7430829866365953","0.1724409352649342","0.4985190277749842","0.7752621824091132","0.11042696779424492","0.23484417525204743","4.681925041838906"
"rural-leaf-55","1.1329128335822711","finished","2025-02-07T00:13:13.000Z","296","2","32","1","[16,5]","3","32","10000","1.1661284132437273","2.1634365103461524","2.5538286837664517","0.7606189792806451","0.17030548507517035","0.49090790477665985","0.7571094036102295","0.1102741380984133","0.2319780479777943","4.734379058570036"
"floral-thunder-34","1.372079605405981","finished","2025-02-06T23:28:58.000Z","247","1","16","1","[8,8]","3","32","10000","1.1001051501794294","2.987264470620589","4.103777094320818","0.6922755214301023","0.5972987792708657","2.4429861198772085","4.348086703907359","0.37142785028977826","1.0580849322405728","5.210200462304127"
"smooth-firebrand-123","0.9161751080643048","finished","2025-02-07T03:01:59.000Z","353","4","32","1","[8,8]","24","32","10000","0.887880263003436","1.7742529240521518","2.213902484286915","0.5983275893059644","0.14295240220698444","0.4854553098028356","0.7857773141427473","0.09047799828377635","0.22400181672789837","4.257493784519278"
"magic-smoke-14","1.3864478143778711","finished","2025-02-06T22:49:22.000Z","200","1","32","1","","24","32","10000","1.134373204274611","3.002546115355058","4.015292449430986","0.7972348494963213","0.7202771685340188","2.5107216184789483","4.339116963473233","0.4701443693854592","1.1045730980959805","5.237409628710851"
